Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP011084,Female,Yes,2,Graduate,No,5042,900,225,360,,Urban,N
LP011085,Female,No,,Graduate,,5786,3022,140,60,0,Urban,N
LP011086,,No,0,Graduate,Yes,2479,4750,55,84,0,Semiurban,N
LP011087,Male,Yes,3,Not Graduate,Yes,2275,3500,141,84,1,Urban,N
LP011088,Male,No,2,Not Graduate,No,3522,1843,182,180,,Rural,N
LP011089,Male,No,,Not Graduate,Yes,2071,688,120,120,0,Urban,Y
LP011090,,No,3,Not Graduate,Yes,150,2531,67,60,,Semiurban,N
LP011091,,,1,Graduate,Yes,3800,3333,370,84,1,Rural,Y
LP011092,Female,Yes,3,Not Graduate,Yes,2500,2791,80,,,Rural,N
LP011093,Female,,0,Graduate,,2666,2750,228,60,,Urban,N
LP011094,Female,No,3,Not Graduate,Yes,2383,1929,99,,,Urban,N
LP011095,Male,,,Graduate,No,2395,500,155,360,1,Rural,Y
LP011096,Male,No,,Graduate,No,5316,2416,133,84,1,Urban,N
LP011097,Female,,3,Not Graduate,Yes,3500,2383,94,84,,Semiurban,Y
LP011098,Male,No,,Not Graduate,No,8666,7750,90,240,,Rural,N
LP011099,Female,,1,Graduate,Yes,2500,3333,137,240,1,Urban,Y
LP011100,,,3,Not Graduate,No,24763,1459,180,180,0,Rural,Y
LP011101,Female,,1,Not Graduate,No,2799,3750,81,120,1,Urban,Y
LP011102,,Yes,1,Graduate,Yes,2479,3583,76,180,,Urban,Y
LP011103,Male,,2,Graduate,Yes,3366,2045,113,180,0,Semiurban,N
LP011104,Female,Yes,3,Graduate,,3052,2045,72,84,0,Urban,N
LP011105,Male,No,,Graduate,Yes,3029,4750,139,240,0,Urban,Y
LP011106,,,1,Not Graduate,Yes,4950,1451,112,240,1,Urban,N
LP011107,,No,2,Graduate,,3052,1500,128,240,1,Semiurban,Y
LP011108,,No,3,Graduate,Yes,3000,688,137,60,1,Urban,N
LP011109,Male,,3,Graduate,Yes,3333,736,315,300,1,Urban,N
LP011110,Male,Yes,0,Not Graduate,,3800,688,192,84,,Urban,N
LP011111,Male,,0,Graduate,Yes,2060,5250,95,360,0,Rural,Y
LP011112,Male,No,1,Not Graduate,Yes,4300,1868,300,180,,Semiurban,N
LP011113,,No,0,Graduate,,7333,688,74,240,1,Rural,Y
LP011114,,,1,Graduate,,1800,7210,74,240,1,Semiurban,N
LP011115,Female,Yes,,Not Graduate,No,7451,6250,106,240,,Semiurban,Y
LP011116,Female,Yes,1,Graduate,Yes,3800,830,75,84,0,Rural,N
LP011117,Male,No,0,Graduate,No,2383,2250,200,240,0,Semiurban,Y
LP011118,,No,,Not Graduate,No,150,500,650,120,1,Semiurban,Y
LP011119,,Yes,0,Graduate,,2491,3263,137,180,1,Rural,Y
LP011120,,,1,Graduate,Yes,12841,1250,370,84,1,Urban,N
LP011121,Female,No,2,Graduate,Yes,3052,1500,275,180,1,Semiurban,Y
LP011122,Female,Yes,3,Graduate,,2237,2667,66,,0,Rural,N
LP011123,,No,0,Not Graduate,No,3522,2000,285,480,,Semiurban,Y
LP011124,,,1,Graduate,,2473,3440,128,120,0,Rural,Y
LP011125,,Yes,,Not Graduate,Yes,3073,1590,83,60,,Urban,Y
LP011126,Female,No,0,Graduate,,1000,500,131,60,1,Semiurban,N
LP011127,,,0,Not Graduate,Yes,5000,4866,137,300,1,Urban,N
LP011128,,No,3,Graduate,No,3333,7750,240,120,,Urban,N
LP011129,Male,,1,Not Graduate,Yes,2183,5250,17,180,1,Rural,N
LP011130,Male,,2,Graduate,No,3522,3806,175,60,0,Semiurban,N
LP011131,Female,Yes,,Not Graduate,No,2600,2750,166,480,1,Semiurban,N
LP011132,,,1,Not Graduate,Yes,3600,5654,55,60,1,Semiurban,N
LP011133,,No,,Graduate,Yes,2183,5750,308,240,1,Semiurban,Y
LP011134,Male,,0,Not Graduate,No,3052,5654,90,300,1,Semiurban,Y
LP011135,Female,,3,Graduate,,5266,3449,175,84,0,Rural,N
LP011136,Male,Yes,3,Graduate,Yes,3522,500,200,360,,Semiurban,N
LP011137,Male,,2,Graduate,No,2266,3333,200,360,1,Urban,N
LP011138,Male,,3,Graduate,No,3073,5250,225,60,1,Urban,N
LP011139,Male,No,0,Graduate,,12841,830,184,180,0,Semiurban,N
LP011140,,Yes,2,Not Graduate,Yes,2853,2250,376,180,0,Rural,Y
LP011141,,Yes,1,Graduate,No,3366,4167,240,240,0,Rural,N
LP011142,Male,Yes,3,Graduate,,3073,736,136,60,1,Semiurban,N
LP011143,Female,,2,Graduate,No,4166,5654,139,60,,Urban,N
LP011144,Female,Yes,0,Graduate,Yes,5786,2750,72,360,0,Semiurban,Y
LP011145,Female,,,Graduate,,3073,5063,133,,0,Semiurban,Y
LP011146,Female,,,Graduate,No,2645,2083,187,60,0,Semiurban,Y
LP011147,Male,No,0,Not Graduate,,2950,3500,208,84,,Rural,Y
LP011148,,No,0,Not Graduate,Yes,2833,2900,112,300,1,Rural,N
LP011149,Female,No,,Graduate,,2147,3449,114,300,1,Urban,Y
LP011150,Male,No,2,Not Graduate,Yes,2500,1929,175,84,1,Urban,Y
LP011151,Female,No,,Graduate,No,5667,2383,113,,0,Semiurban,Y
LP011152,Female,,0,Graduate,Yes,2014,2416,201,180,1,Urban,Y
LP011153,Male,,3,Graduate,No,2266,2133,75,360,0,Semiurban,Y
LP011154,,Yes,1,Graduate,No,2340,1964,50,300,,Urban,N
LP011155,,,3,Graduate,Yes,3750,1929,113,120,,Semiurban,Y
LP011156,Male,,3,Not Graduate,No,5667,0,180,480,1,Rural,Y
LP011157,,No,0,Not Graduate,,10000,2791,106,360,0,Semiurban,Y
LP011158,Male,,,Not Graduate,No,13650,800,136,,0,Rural,N
LP011159,Male,No,2,Not Graduate,Yes,3800,3440,125,120,1,Rural,N
LP011160,Male,Yes,3,Graduate,,7333,1300,109,60,,Urban,N
LP011161,,Yes,,Not Graduate,,7333,1666,166,84,,Urban,N
LP011162,Male,,2,Graduate,No,5000,3449,436,60,,Rural,N
LP011163,Female,Yes,3,Not Graduate,No,7100,4595,320,240,,Semiurban,N
LP011164,,,2,Not Graduate,Yes,5266,4167,67,84,,Semiurban,N
LP011165,,Yes,,Not Graduate,,2183,1459,76,120,1,Urban,N
LP011166,,No,1,Not Graduate,Yes,7451,5250,81,480,1,Semiurban,Y
LP011167,,No,,Graduate,No,8666,1083,168,240,1,Semiurban,Y
LP011168,Female,No,0,Not Graduate,,3600,4000,700,180,,Semiurban,N
LP011169,,No,2,Not Graduate,Yes,2147,1640,55,240,,Rural,Y
LP011170,,,1,Graduate,Yes,10000,1030,128,300,1,Rural,N
LP011171,Male,Yes,2,Graduate,Yes,3083,7210,300,360,1,Semiurban,Y
LP011172,,,2,Not Graduate,Yes,2400,3440,118,,,Urban,Y
LP011173,Female,No,3,Graduate,Yes,7100,1516,139,60,0,Semiurban,N
LP011174,Female,,0,Graduate,,5042,3333,300,180,1,Urban,Y
LP011175,Female,Yes,2,Graduate,Yes,3600,5063,94,,,Rural,N
LP011176,Female,,,Not Graduate,,3416,3806,78,240,,Semiurban,N
LP011177,,Yes,,Graduate,Yes,2483,2133,85,480,1,Semiurban,Y
LP011178,,,3,Not Graduate,No,8333,4000,133,60,0,Urban,N
LP011179,Female,Yes,0,Not Graduate,No,2060,2330,136,180,,Urban,Y
LP011180,Female,Yes,0,Not Graduate,Yes,2950,1843,118,,1,Semiurban,Y
LP011181,,No,,Not Graduate,No,2483,3449,650,60,,Semiurban,N
LP011182,Female,Yes,1,Graduate,,2491,1250,136,60,,Urban,N
LP011183,Male,No,3,Not Graduate,Yes,2491,2000,182,180,,Rural,N
LP011184,Female,No,3,Graduate,,15000,2667,115,120,,Urban,N
LP011185,Female,No,,Not Graduate,Yes,3189,4000,192,360,0,Semiurban,N
LP011186,Male,,,Graduate,No,3600,4486,63,120,1,Rural,Y
LP011187,Male,,1,Not Graduate,,2950,1030,255,60,1,Rural,N
LP011188,,,1,Graduate,No,6747,1640,315,84,1,Rural,Y
LP011189,,,0,Not Graduate,No,5042,1666,300,180,1,Rural,N
LP011190,Male,Yes,3,Not Graduate,Yes,5667,2500,137,60,1,Semiurban,Y
LP011191,Male,Yes,3,Graduate,,1863,3806,85,60,0,Rural,Y
LP011192,,,,Not Graduate,No,13650,1868,131,480,,Urban,Y
LP011193,Female,Yes,0,Not Graduate,Yes,8333,5625,112,360,,Urban,Y
LP011194,Male,Yes,3,Not Graduate,Yes,3167,0,125,480,1,Urban,Y
LP011195,,No,0,Graduate,Yes,7451,4486,192,180,,Semiurban,N
LP011196,Female,No,0,Not Graduate,No,2483,3333,50,300,,Rural,Y
LP011197,Male,No,,Not Graduate,Yes,5166,1083,175,120,,Urban,N
LP011198,Female,No,0,Graduate,,6400,3600,376,480,1,Urban,Y
LP011199,,Yes,1,Graduate,,2600,688,225,180,1,Urban,N
LP011200,Male,,1,Graduate,No,3200,1868,160,120,0,Rural,Y
LP011201,Female,Yes,2,Graduate,,3200,1516,312,180,1,Urban,Y
LP011202,Male,Yes,,Graduate,Yes,2183,1030,96,300,0,Rural,N
LP011203,Female,Yes,2,Not Graduate,No,5166,3066,112,360,1,Rural,N
LP011204,,No,1,Not Graduate,Yes,2479,3022,290,360,,Rural,Y
LP011205,,No,2,Not Graduate,No,15000,2583,100,180,0,Semiurban,Y
LP011206,Male,No,,Graduate,No,2301,983,96,480,0,Semiurban,N
LP011207,Female,,,Not Graduate,Yes,2853,3369,240,360,0,Rural,Y
LP011208,Male,Yes,0,Graduate,,2400,6250,85,84,1,Rural,Y
LP011209,Male,,3,Graduate,,2645,983,30,480,0,Semiurban,N
LP011210,Female,No,0,Not Graduate,No,2950,6250,370,,1,Semiurban,Y
LP011211,Female,,,Graduate,Yes,2583,2142,122,240,0,Rural,Y
LP011212,Female,Yes,1,Graduate,Yes,13650,830,55,180,1,Semiurban,N
LP011213,,Yes,1,Not Graduate,No,5667,830,308,180,0,Urban,Y
LP011214,Male,No,0,Graduate,,5667,3333,96,180,,Rural,N
LP011215,Male,No,,Graduate,Yes,6747,2531,25,300,,Rural,N
LP011216,,,1,Not Graduate,,2395,2531,133,180,0,Semiurban,Y
LP011217,Female,No,,Graduate,,20166,3333,168,360,1,Urban,Y
LP011218,,No,1,Graduate,No,2237,1868,80,360,1,Semiurban,N
LP011219,,Yes,,Not Graduate,No,5786,2750,137,240,1,Urban,N
LP011220,,No,2,Not Graduate,,2927,1213,300,240,,Urban,Y
LP011221,Male,No,,Not Graduate,Yes,2395,2500,110,480,,Rural,N
LP011222,,Yes,,Not Graduate,Yes,2301,5654,192,360,,Urban,Y
LP011223,Male,Yes,0,Graduate,No,3416,2900,94,360,1,Rural,N
LP011224,Male,,2,Graduate,,3666,2045,125,300,1,Urban,N
LP011225,Male,No,3,Not Graduate,Yes,2439,6000,650,360,1,Rural,N
LP011226,Female,Yes,0,Graduate,Yes,3800,4167,47,360,0,Urban,Y
LP011227,Male,,3,Graduate,No,2875,2853,155,84,0,Semiurban,N
LP011228,Male,,1,Not Graduate,,20166,736,122,84,0,Urban,N
LP011229,Female,No,3,Not Graduate,Yes,2853,983,120,360,,Semiurban,N
LP011230,Male,No,,Graduate,No,2645,754,285,360,,Urban,N
LP011231,,,3,Not Graduate,Yes,3846,2500,76,360,1,Urban,Y
LP011232,,Yes,0,Not Graduate,Yes,2183,3369,168,240,0,Rural,N
LP011233,Male,,0,Not Graduate,Yes,2718,4866,90,60,1,Urban,Y
LP011234,Female,No,3,Graduate,No,2666,6000,94,84,0,Urban,N
LP011235,,Yes,0,Not Graduate,,6747,4000,50,,0,Urban,N
LP011236,Female,Yes,0,Graduate,No,3600,3750,120,480,1,Semiurban,Y
LP011237,Female,,3,Graduate,,1977,7750,96,480,1,Rural,Y
LP011238,,No,2,Graduate,Yes,5316,4300,436,60,0,Rural,N
LP011239,Female,,2,Not Graduate,,5166,2142,120,300,0,Urban,N
LP011240,,,1,Not Graduate,Yes,3600,2853,109,,,Urban,N
LP011241,Female,,0,Not Graduate,Yes,5667,4983,78,480,1,Semiurban,Y
LP011242,,Yes,3,Not Graduate,No,2178,1800,47,120,1,Urban,N
LP011243,Male,Yes,0,Not Graduate,Yes,1000,5250,90,180,1,Rural,Y
LP011244,,No,,Graduate,No,4950,800,98,120,1,Rural,N
LP011245,,No,0,Graduate,,2853,2383,58,300,0,Semiurban,Y
LP011246,,,0,Graduate,,2833,3583,290,,,Semiurban,Y
LP011247,,,2,Not Graduate,Yes,5316,3066,201,480,1,Rural,Y
LP011248,Female,,3,Graduate,No,3366,1500,110,180,0,Semiurban,N
LP011249,Male,No,0,Graduate,Yes,5786,2583,94,84,0,Urban,N
LP011250,,Yes,2,Not Graduate,No,7333,2083,67,480,0,Urban,Y
LP011251,Female,Yes,1,Not Graduate,No,4000,5625,115,480,0,Semiurban,Y
LP011252,Male,,2,Graduate,No,2479,1800,175,300,0,Rural,Y
LP011253,Male,,2,Graduate,,2071,1030,300,480,1,Semiurban,N
LP011254,Male,,2,Not Graduate,No,2237,1843,495,,1,Rural,N
LP011255,Male,,0,Not Graduate,,1863,3167,88,60,,Semiurban,N
LP011256,,No,0,Not Graduate,No,1977,1800,120,,1,Semiurban,Y
LP011257,,Yes,1,Not Graduate,,6250,2500,600,84,0,Semiurban,N
LP011258,Female,,,Graduate,,3200,1929,155,60,,Urban,N
LP011259,Female,No,,Graduate,,7100,1330,58,480,0,Urban,N
LP011260,Female,,,Not Graduate,Yes,6080,2791,25,480,0,Rural,Y
LP011261,Male,,1,Graduate,No,3600,3583,144,180,1,Semiurban,N
LP011262,Male,Yes,,Graduate,Yes,7200,1500,97,480,0,Urban,N
LP011263,,,,Not Graduate,No,1000,4196,83,360,1,Semiurban,N
LP011264,Male,Yes,2,Graduate,No,3073,1666,208,84,0,Rural,N
LP011265,Male,Yes,0,Graduate,Yes,5166,1300,267,240,,Urban,N
LP011266,Male,Yes,0,Graduate,,2483,3333,700,180,0,Rural,Y
LP011267,Female,No,2,Not Graduate,No,2500,830,67,120,1,Urban,Y
LP011268,Female,No,2,Not Graduate,,5417,3440,187,60,0,Semiurban,Y
LP011269,,Yes,2,Graduate,Yes,5667,1250,74,240,1,Rural,Y
LP011270,Male,,0,Not Graduate,,2014,2791,495,480,1,Urban,N
LP011271,Male,Yes,,Not Graduate,No,2500,1843,122,,,Urban,N
LP011272,,,2,Not Graduate,No,1863,5063,168,360,1,Semiurban,Y
LP011273,Male,Yes,1,Graduate,No,2483,3440,63,60,,Rural,Y
LP011274,Male,,2,Graduate,Yes,3029,6250,184,60,,Rural,Y
LP011275,Female,No,3,Not Graduate,No,3000,2133,80,60,0,Rural,N
LP011276,,,2,Graduate,Yes,5417,3440,650,84,,Semiurban,N
LP011277,,Yes,0,Graduate,,8666,3440,165,60,1,Urban,N
LP011278,,No,2,Graduate,No,3189,754,330,180,1,Urban,Y
LP011279,,,3,Graduate,No,5667,1516,66,,,Rural,Y
LP011280,Female,,1,Graduate,No,2237,5063,160,180,0,Urban,Y
LP011281,Female,,,Not Graduate,,5786,688,376,180,,Rural,N
LP011282,Male,,2,Graduate,No,8000,700,350,360,,Semiurban,N
LP011283,Male,,3,Graduate,Yes,1800,2250,349,,1,Semiurban,Y
LP011284,Male,No,3,Graduate,,3052,2330,116,360,0,Semiurban,Y
LP011285,Male,No,1,Not Graduate,,5000,1800,285,60,0,Rural,N
LP011286,Female,No,0,Not Graduate,,3073,2667,182,60,0,Urban,N
LP011287,,No,2,Not Graduate,,5786,800,152,180,0,Semiurban,Y
LP011288,Female,Yes,3,Graduate,,10513,7750,44,180,1,Rural,Y
LP011289,Male,No,1,Not Graduate,Yes,2060,3449,94,60,0,Rural,N
LP011290,Female,,,Not Graduate,,2333,1030,95,300,0,Semiurban,Y
LP011291,,,3,Not Graduate,No,3200,754,93,84,0,Semiurban,Y
LP011292,,No,1,Not Graduate,,4300,4595,349,240,1,Semiurban,N
LP011293,Female,,0,Graduate,,20166,754,131,480,1,Urban,Y
LP011294,Female,No,0,Not Graduate,,3500,4595,81,120,0,Urban,N
LP011295,Female,,3,Not Graduate,,2600,3449,17,,1,Rural,Y
LP011296,Male,Yes,3,Graduate,,12841,1500,350,360,,Semiurban,N
LP011297,Female,Yes,2,Graduate,Yes,3416,830,152,,0,Semiurban,Y
LP011298,Female,No,1,Not Graduate,Yes,7333,2531,240,60,1,Urban,Y
LP011299,Female,No,3,Graduate,,3250,4983,141,240,0,Semiurban,Y
LP011300,,No,2,Not Graduate,Yes,3366,900,267,120,0,Rural,N
LP011301,,,2,Graduate,No,2183,1640,93,180,1,Semiurban,Y
LP011302,Male,No,3,Graduate,,2708,3333,290,180,,Urban,Y
LP011303,Male,Yes,0,Not Graduate,No,8000,4486,90,360,0,Rural,N
LP011304,,,1,Graduate,No,4166,1083,225,480,,Rural,Y
LP011305,,No,1,Not Graduate,,3250,1590,100,240,1,Semiurban,N
LP011306,,,0,Graduate,No,2927,985,320,360,0,Rural,N
LP011307,Female,,3,Not Graduate,No,5266,4300,192,120,1,Semiurban,N
LP011308,Female,No,1,Graduate,No,150,5250,182,120,1,Semiurban,Y
LP011309,,,3,Graduate,,2275,5701,47,120,1,Urban,N
LP011310,Female,Yes,3,Graduate,,6250,2583,85,180,1,Rural,Y
LP011311,Female,Yes,2,Graduate,No,2275,4300,97,300,0,Semiurban,N
LP011312,Male,,0,Graduate,,3167,2500,228,240,,Semiurban,Y
LP011313,,No,3,Not Graduate,,6080,1300,140,480,,Semiurban,N
LP011314,,,,Graduate,No,2853,5063,312,240,0,Rural,N
LP011315,Female,Yes,0,Not Graduate,,3167,688,63,240,0,Rural,Y
LP011316,,,1,Not Graduate,Yes,4000,830,98,84,,Rural,N
LP011317,Male,,2,Not Graduate,,2875,2531,47,240,,Semiurban,Y
LP011318,Male,Yes,1,Graduate,Yes,2491,1929,63,360,0,Rural,N
LP011319,Male,,1,Not Graduate,No,2000,4196,225,84,1,Semiurban,Y
LP011320,,,0,Graduate,,3750,7750,66,300,0,Rural,N
LP011321,,No,1,Not Graduate,No,5500,4417,175,360,,Rural,N
LP011322,,No,3,Not Graduate,No,4300,500,139,240,1,Semiurban,Y
LP011323,,Yes,1,Not Graduate,No,4166,1500,650,,,Rural,N
LP011324,,Yes,2,Not Graduate,No,2439,985,109,180,1,Semiurban,Y
LP011325,Male,Yes,2,Not Graduate,No,3189,3600,75,60,,Rural,Y
LP011326,Female,No,,Graduate,,3083,3500,95,480,1,Rural,N
LP011327,Male,Yes,2,Not Graduate,Yes,3189,830,350,480,0,Rural,N
LP011328,,Yes,1,Not Graduate,,13650,2383,83,360,0,Rural,N
LP011329,Male,Yes,2,Graduate,,5500,2330,50,480,1,Urban,Y
LP011330,,No,0,Graduate,,2183,1250,72,84,1,Semiurban,Y
LP011331,,,2,Graduate,,4000,1459,490,120,0,Urban,N
LP011332,Male,Yes,3,Not Graduate,Yes,5042,3066,63,,0,Rural,Y
LP011333,,,0,Not Graduate,,3000,2133,88,60,1,Rural,N
LP011334,Female,Yes,,Not Graduate,No,3333,3600,176,480,1,Semiurban,N
LP011335,,,3,Not Graduate,,2333,500,97,480,0,Semiurban,N
LP011336,Female,No,1,Not Graduate,,2200,4196,184,360,,Semiurban,Y
LP011337,Female,No,1,Not Graduate,Yes,150,4300,175,240,0,Semiurban,Y
LP011338,,Yes,1,Graduate,Yes,2583,1516,158,180,1,Rural,N
LP011339,Male,,3,Graduate,No,3750,1083,228,300,1,Semiurban,Y
LP011340,Female,No,3,Not Graduate,,3416,4866,115,60,,Urban,N
LP011341,Male,Yes,3,Not Graduate,,10513,1459,275,240,0,Semiurban,N
LP011342,Female,Yes,0,Not Graduate,,3500,1500,136,180,1,Semiurban,Y
LP011343,,No,0,Not Graduate,No,150,1843,120,180,0,Urban,N
LP011344,,No,1,Not Graduate,Yes,12841,3333,436,360,1,Urban,N
LP011345,Female,Yes,2,Graduate,No,4000,4595,67,,,Urban,N
LP011346,,,1,Graduate,,2645,2791,330,480,0,Urban,N
LP011347,Female,,,Not Graduate,Yes,6250,2083,66,480,0,Semiurban,N
LP011348,,,0,Graduate,Yes,2473,1640,275,240,,Urban,Y
LP011349,Male,Yes,3,Not Graduate,No,7451,2853,58,300,1,Rural,Y
LP011350,,No,0,Not Graduate,Yes,2500,3263,300,84,1,Semiurban,N
LP011351,Male,Yes,3,Not Graduate,Yes,20166,1516,128,120,0,Rural,Y
LP011352,,No,,Graduate,,3600,1083,131,240,,Semiurban,N
LP011353,Male,,,Graduate,,9323,2000,139,84,0,Semiurban,N
LP011354,,,0,Not Graduate,Yes,8000,4750,144,120,0,Rural,N
LP011355,Male,No,3,Graduate,Yes,13650,1459,114,180,1,Urban,N
LP011356,Female,No,,Graduate,No,2132,1500,88,300,1,Urban,Y
LP011357,Female,Yes,1,Not Graduate,No,8333,1083,600,240,1,Rural,Y
LP011358,Male,,1,Graduate,Yes,2500,5063,192,180,1,Urban,N
LP011359,,Yes,3,Graduate,,2301,2853,100,84,1,Semiurban,Y
LP011360,Male,Yes,0,Not Graduate,Yes,3029,3600,85,240,,Semiurban,N
LP011361,,Yes,,Not Graduate,Yes,12841,3806,225,240,0,Semiurban,Y
LP011362,Female,,0,Graduate,,7200,3022,140,360,,Urban,N
LP011363,,Yes,1,Not Graduate,,6747,1250,139,60,0,Urban,N
LP011364,Female,Yes,,Graduate,No,2333,4866,131,180,1,Rural,N
LP011365,,Yes,0,Not Graduate,No,4166,1250,228,240,,Semiurban,Y
LP011366,,Yes,2,Not Graduate,No,2275,2583,228,480,0,Rural,Y
LP011367,,Yes,3,Not Graduate,No,24763,900,255,480,1,Urban,N
LP011368,Male,Yes,3,Not Graduate,,2853,4750,131,60,1,Rural,Y
LP011369,Male,,2,Graduate,Yes,10513,4417,155,240,,Urban,Y
LP011370,Female,Yes,1,Not Graduate,No,6747,3440,330,60,,Semiurban,Y
LP011371,Female,No,,Not Graduate,No,2395,1964,330,60,,Semiurban,Y
LP011372,Male,Yes,3,Not Graduate,,2799,3022,168,84,1,Urban,Y
LP011373,Female,Yes,2,Graduate,,15000,3369,99,84,0,Urban,Y
LP011374,Male,,2,Graduate,Yes,2666,4196,240,,0,Urban,Y
LP011375,,,1,Not Graduate,Yes,7333,3750,81,180,,Semiurban,Y
LP011376,Female,No,1,Not Graduate,,2014,1030,76,120,0,Urban,Y
LP011377,Female,No,0,Not Graduate,No,2473,1500,376,60,1,Semiurban,Y
LP011378,Male,,3,Not Graduate,No,3522,2250,155,84,0,Rural,Y
LP011379,Female,,0,Not Graduate,No,4000,983,67,300,1,Semiurban,Y
LP011380,Female,Yes,2,Not Graduate,Yes,3800,4983,88,,,Rural,Y
LP011381,,,,Graduate,No,3600,2045,97,240,0,Semiurban,N
LP011382,Female,No,,Not Graduate,No,2237,1213,25,180,1,Semiurban,N
LP011383,,Yes,1,Not Graduate,,2950,2853,285,240,,Urban,Y
LP011384,Male,No,,Not Graduate,No,3052,2791,90,,,Semiurban,Y
LP011385,Female,Yes,,Not Graduate,,2301,5701,133,360,,Urban,Y
LP011386,,,,Not Graduate,No,5417,3167,70,480,,Urban,N
LP011387,Male,No,2,Not Graduate,Yes,3366,1030,47,180,0,Urban,N
LP011388,Female,Yes,,Graduate,No,2132,5250,210,480,1,Semiurban,Y
LP011389,Male,Yes,,Graduate,No,2875,3600,290,300,0,Urban,Y
LP011390,Female,,,Graduate,,2178,1590,312,240,1,Rural,Y
LP011391,Male,,0,Graduate,,12000,7210,97,360,,Rural,Y
LP011392,Male,,2,Graduate,,5316,4000,97,300,0,Semiurban,Y
LP011393,,No,1,Graduate,No,2060,2083,112,120,,Urban,N
LP011394,Male,Yes,0,Not Graduate,No,3250,1300,152,240,1,Rural,Y
LP011395,Female,,3,Not Graduate,Yes,3083,2853,376,,,Semiurban,N
LP011396,Female,No,2,Not Graduate,No,2708,1964,115,360,0,Semiurban,Y
LP011397,,No,2,Not Graduate,Yes,2500,3583,376,180,0,Semiurban,Y
LP011398,Female,No,3,Not Graduate,,2500,5701,150,360,1,Semiurban,N
LP011399,Female,,3,Not Graduate,,2473,1590,109,240,1,Semiurban,N
LP011400,Female,,3,Graduate,,4300,5266,166,84,0,Urban,Y
LP011401,Male,Yes,1,Not Graduate,Yes,4583,4167,600,300,0,Urban,N
LP011402,Male,Yes,,Graduate,No,2483,2383,74,360,0,Urban,Y
LP011403,Female,,2,Graduate,,5667,1868,315,480,0,Urban,N
LP011404,,No,,Not Graduate,No,2483,2531,228,300,1,Semiurban,N
LP011405,Male,No,,Not Graduate,No,7451,800,330,480,0,Semiurban,Y
LP011406,,No,3,Not Graduate,,2950,1213,192,360,1,Rural,Y
LP011407,Female,Yes,1,Not Graduate,Yes,12000,1250,70,84,0,Rural,N
LP011408,Female,No,0,Not Graduate,No,5316,2250,98,300,0,Urban,Y
LP011409,Male,Yes,1,Not Graduate,,3167,3369,175,,,Semiurban,N
LP011410,Female,Yes,,Not Graduate,No,2000,7210,180,300,,Rural,N
LP011411,Male,No,1,Graduate,No,7333,983,168,180,0,Rural,Y
LP011412,Female,No,3,Not Graduate,No,5042,736,141,360,1,Rural,N
LP011413,Female,,0,Not Graduate,No,2799,1451,290,120,0,Rural,Y
LP011414,Male,,3,Graduate,No,10513,2416,228,240,,Urban,Y
LP011415,Male,No,0,Not Graduate,Yes,5316,1459,114,60,0,Semiurban,N
LP011416,Male,Yes,,Not Graduate,Yes,12841,830,90,120,,Urban,Y
LP011417,Female,Yes,0,Graduate,,3500,3750,90,480,0,Rural,N
LP011418,Female,Yes,0,Not Graduate,Yes,3167,3333,30,,0,Rural,N
LP011419,,Yes,0,Not Graduate,Yes,2577,3600,182,,1,Semiurban,Y
LP011420,Male,Yes,1,Not Graduate,Yes,3052,1666,93,84,,Semiurban,Y
LP011421,Female,,1,Not Graduate,No,2439,2667,114,180,,Urban,N
LP011422,Female,No,,Not Graduate,No,6250,0,112,240,,Semiurban,Y
LP011423,Male,,0,Not Graduate,,7200,2330,112,120,1,Urban,N
LP011424,,Yes,2,Graduate,,11000,3750,180,60,0,Urban,N
LP011425,Male,Yes,,Not Graduate,,2071,5250,50,300,1,Rural,N
LP011426,,Yes,0,Not Graduate,No,12000,985,376,84,0,Urban,N
LP011427,Female,Yes,0,Graduate,Yes,13650,2250,97,,1,Rural,N
LP011428,,No,1,Graduate,Yes,12000,1640,78,60,1,Urban,Y
LP011429,Female,Yes,,Not Graduate,No,4300,5063,106,,,Urban,N
LP011430,Male,No,0,Graduate,,4000,7750,100,360,1,Semiurban,N
LP011431,Male,Yes,0,Not Graduate,,3600,4000,100,84,0,Semiurban,N
LP011432,Male,No,,Not Graduate,,3522,1666,228,300,1,Rural,N
LP011433,,,2,Graduate,No,4843,3022,112,480,1,Semiurban,N
LP011434,Female,Yes,,Not Graduate,,2340,1500,59,84,0,Urban,N
LP011435,Male,No,,Not Graduate,,3666,3806,150,240,,Rural,Y
LP011436,Male,,2,Graduate,No,7100,4486,95,300,0,Rural,Y
LP011437,Female,Yes,,Graduate,Yes,3600,2791,228,120,0,Rural,N
LP011438,Male,Yes,0,Graduate,No,2333,900,700,84,0,Urban,N
LP011439,Female,Yes,,Graduate,No,2479,7750,112,300,1,Semiurban,N
LP011440,Female,No,2,Not Graduate,No,3522,4866,74,120,1,Rural,Y
LP011441,Female,No,3,Graduate,No,2200,900,81,84,0,Urban,N
LP011442,Female,,,Graduate,Yes,11000,2583,350,60,0,Semiurban,N
LP011443,Female,No,1,Graduate,,3333,6000,495,480,,Semiurban,N
LP011444,,No,0,Graduate,No,3189,1666,47,60,1,Rural,N
